latitude,longitude,brightness,scan,track,acq_date,acq_time,confidence,frp
36.74243,137.87331,324.19,1.05,1.02,2026-04-14,3,83,21.2
36.74387,137.86211,332.74,1.05,1.02,2026-04-14,3,88,32.44
36.75136,137.87517,325.43,1.05,1.02,2026-04-14,3,84,21.5
36.7528,137.86397,344.8,1.05,1.02,2026-04-14,3,94,52.55
-17.17379,128.45996,345.9,1.03,1.01,2026-04-14,16,94,51.6
-17.1725,128.45053,369.97,1.03,1.01,2026-04-14,16,100,116.65
-16.76859,126.33916,317.34,1.03,1.02,2026-04-14,16,72,10.25
-16.63298,124.73669,330.97,1.21,1.09,2026-04-14,16,85,32.44
-16.62333,124.73817,340.76,1.21,1.09,2026-04-14,16,91,52.03
-16.62159,124.72719,322.4,1.21,1.09,2026-04-14,16,78,19.73
-16.29159,125.04007,316.96,1.17,1.08,2026-04-14,16,72,12.83
-16.28991,125.02938,331.69,1.17,1.08,2026-04-14,16,86,33.57
-16.2866,125.0365,317.53,1.17,1.08,2026-04-14,16,73,12.99
-16.16293,125.39812,316.91,1.13,1.06,2026-04-14,16,72,12.72
-16.12432,125.98236,325.63,1.07,1.03,2026-04-14,16,80,19.71
-16.10755,125.99497,322.44,1.07,1.03,2026-04-14,16,78,15.91
-16.10165,125.95598,328.72,1.07,1.03,2026-04-14,16,84,25.61
-16.10017,125.9462,319.57,1.08,1.04,2026-04-14,16,76,15.13
-15.94579,130.06819,338.22,1.16,1.07,2026-04-14,16,90,42.5
-15.94442,130.05771,316.8,1.15,1.07,2026-04-14,16,71,10.55
-15.93683,130.29826,318.35,1.19,1.08,2026-04-14,16,73,14.66
-15.93633,130.0695,338.78,1.16,1.07,2026-04-14,16,90,43.45
-15.93495,130.05901,355.66,1.15,1.07,2026-04-14,16,98,84.96
-15.92825,130.0815,317.04,1.16,1.07,2026-04-14,16,72,11.46
-15.86273,129.30571,326.66,1.07,1.03,2026-04-14,16,73,19.91
-15.85359,129.30698,355.71,1.07,1.03,2026-04-14,16,98,75.98
-15.85227,129.29724,338.29,1.07,1.03,2026-04-14,16,89,37.85
-15.82289,125.69392,314.99,1.11,1.05,2026-04-14,16,70,11.06
-15.28376,125.68539,322.26,1.12,1.06,2026-04-14,16,78,18.93
-15.27697,125.68258,326.49,1.12,1.06,2026-04-14,16,76,22.52
-14.18691,132.36256,327.85,1.52,1.22,2026-04-14,16,83,37.99
57.94513,60.06273,309.34,1.0,1.0,2026-04-14,16,77,14.58
-19.63761,136.21893,327.25,3.57,1.77,2026-04-14,18,83,129.62
-19.62429,136.19249,335.86,3.55,1.77,2026-04-14,18,89,196.92
-19.62186,136.22044,320.4,3.57,1.77,2026-04-14,18,70,84.66
-19.61893,136.1873,326.72,3.55,1.77,2026-04-14,18,83,124.97
-19.27385,128.54233,318.2,1.07,1.03,2026-04-14,18,70,11.36
-19.27251,128.53241,361.09,1.07,1.03,2026-04-14,18,100,91.94
-19.27117,128.52249,344.32,1.07,1.03,2026-04-14,18,93,49.58
-19.26472,128.54364,317.51,1.07,1.03,2026-04-14,18,72,11.27
-19.19415,128.43294,324.36,1.06,1.03,2026-04-14,18,78,17.96
-19.17917,128.522,326.31,1.06,1.03,2026-04-14,18,81,20.45
-19.1772,128.37537,325.0,1.05,1.02,2026-04-14,18,80,20.37
-19.17589,128.36557,352.51,1.05,1.02,2026-04-14,18,97,68.36
-19.17458,128.35577,346.23,1.05,1.02,2026-04-14,18,94,54.51
-19.17327,128.34599,342.75,1.05,1.02,2026-04-14,18,92,47.44
-19.16684,128.36331,323.06,1.05,1.02,2026-04-14,18,78,16.99
-19.1655,128.35353,353.52,1.05,1.02,2026-04-14,18,97,70.92
-19.05548,128.42548,325.32,1.05,1.03,2026-04-14,18,72,17.67
-19.05416,128.4157,370.47,1.05,1.02,2026-04-14,18,100,119.71
-19.05283,128.40591,385.46,1.05,1.02,2026-04-14,18,100,183.93
-19.05151,128.39613,437.37,1.05,1.02,2026-04-14,18,100,598.23
-19.05018,128.38637,328.67,1.05,1.02,2026-04-14,18,83,23.42
-19.04774,128.43661,328.23,1.05,1.03,2026-04-14,18,83,20.96
-19.04641,128.42682,375.67,1.05,1.03,2026-04-14,18,100,138.93
-19.04509,128.41702,395.7,1.05,1.02,2026-04-14,18,100,238.37
-19.04376,128.40724,419.32,1.05,1.02,2026-04-14,18,100,412.48
-19.04244,128.39746,365.52,1.05,1.02,2026-04-14,18,100,103.25
-19.03734,128.42813,321.16,1.05,1.03,2026-04-14,18,77,12.37
-18.39626,124.60056,339.69,1.17,1.07,2026-04-14,18,90,45.13
-18.36849,124.67137,326.21,1.16,1.07,2026-04-14,18,80,21.34
-18.17599,128.05217,324.34,1.02,1.01,2026-04-14,18,80,16.47
-18.0997,125.67717,321.59,1.06,1.03,2026-04-14,18,75,14.44
-18.09017,129.7549,318.18,1.17,1.08,2026-04-14,18,74,15.96
-18.03937,125.52569,319.19,1.07,1.03,2026-04-14,18,72,12.62
-18.02518,130.21823,324.02,1.24,1.11,2026-04-14,18,80,22.86
-17.9908,125.75119,317.83,1.06,1.03,2026-04-14,18,70,10.27
-17.89578,125.67252,346.99,1.06,1.03,2026-04-14,18,94,54.49
-17.89429,125.66272,320.01,1.06,1.03,2026-04-14,18,73,12.37
-17.87611,130.64578,322.33,1.31,1.13,2026-04-14,18,78,23.95
-17.66175,127.33794,319.13,1.0,1.0,2026-04-14,18,74,12.65
-17.66043,127.32873,328.62,1.0,1.0,2026-04-14,18,83,22.97
-17.54559,125.61352,323.17,1.08,1.04,2026-04-14,18,78,16.67
-17.52201,125.88499,331.37,1.05,1.03,2026-04-14,18,85,27.08
-17.52055,125.87509,376.22,1.05,1.03,2026-04-14,18,100,143.85
-17.51257,125.94584,333.04,1.05,1.02,2026-04-14,18,86,29.68
-17.41821,125.8081,324.14,1.06,1.03,2026-04-14,18,79,17.01
-17.41675,125.79826,319.37,1.06,1.03,2026-04-14,18,74,11.85
-17.34107,125.79028,319.3,1.06,1.03,2026-04-14,18,73,11.96
-17.30586,126.16774,321.3,1.04,1.02,2026-04-14,18,76,14.71
-17.29809,125.20044,317.71,1.12,1.06,2026-04-14,18,71,11.29
-17.24266,128.35686,317.13,1.03,1.01,2026-04-14,18,72,11.5
-17.18804,125.02189,320.58,1.15,1.07,2026-04-14,18,75,14.32
-16.95601,126.73498,324.49,1.01,1.01,2026-04-14,18,80,17.53
-16.93733,126.42215,320.25,1.03,1.01,2026-04-14,18,75,13.96
-16.91813,124.8494,318.97,1.18,1.08,2026-04-14,18,74,15.52
49.42058,63.31787,317.96,1.77,1.3,2026-04-14,18,96,44.32
49.4256,63.29536,322.7,1.76,1.3,2026-04-14,18,100,54.75
30.71844,49.83043,319.94,1.01,1.0,2026-04-14,22,99,19.54
30.72002,49.82032,329.32,1.01,1.0,2026-04-14,22,100,30.05
30.7559,48.28584,372.34,1.02,1.01,2026-04-14,22,100,128.55
30.75738,48.2756,345.95,1.02,1.01,2026-04-14,22,100,56.56
30.86345,47.92945,309.26,1.04,1.02,2026-04-14,22,77,11.76
30.86491,47.919,308.51,1.04,1.02,2026-04-14,22,75,11.23
30.90003,49.68197,313.77,1.0,1.0,2026-04-14,22,88,14.15
30.92193,48.86918,313.54,1.0,1.0,2026-04-14,22,87,13.76
30.92342,48.85907,313.46,1.0,1.0,2026-04-14,22,87,13.74
30.94385,49.88488,308.0,1.01,1.0,2026-04-14,22,73,10.04
31.00067,48.13852,309.54,1.03,1.01,2026-04-14,22,78,11.71
31.00802,48.15055,318.04,1.03,1.01,2026-04-14,22,96,17.96
31.00949,48.14018,347.84,1.03,1.01,2026-04-14,22,100,61.59
31.09348,47.80102,311.18,1.05,1.02,2026-04-14,22,82,12.81
31.09496,47.79042,327.93,1.05,1.02,2026-04-14,22,100,30.02
31.13101,49.32503,344.1,1.0,1.0,2026-04-14,22,100,51.86
31.1397,49.32678,318.94,1.0,1.0,2026-04-14,22,98,18.07
31.14123,49.31668,308.64,1.0,1.0,2026-04-14,22,75,9.78
31.21309,48.95613,348.96,1.0,1.0,2026-04-14,22,100,61.51
31.23638,47.96999,314.86,1.04,1.02,2026-04-14,22,90,16.33
31.27024,48.11621,329.78,1.03,1.01,2026-04-14,22,100,32.14
31.30661,48.77097,318.22,1.01,1.0,2026-04-14,22,96,17.45
31.32273,49.28237,316.16,1.0,1.0,2026-04-14,22,93,16.52
31.40714,48.65024,316.47,1.01,1.01,2026-04-14,22,93,16.37
31.4398,47.83546,308.46,1.05,1.02,2026-04-14,22,75,11.03
32.06339,49.10365,329.99,1.0,1.0,2026-04-14,22,100,31.34
32.0649,49.09339,318.81,1.0,1.0,2026-04-14,22,97,19.03
32.16214,49.0657,306.89,1.01,1.0,2026-04-14,22,70,9.93
32.35216,47.71091,318.81,1.08,1.04,2026-04-14,22,97,20.92
32.36118,47.71264,307.33,1.08,1.04,2026-04-14,22,71,11.44
34.8955,43.80334,321.71,1.89,1.34,2026-04-14,22,100,60.23
34.90154,43.81131,328.9,1.89,1.34,2026-04-14,22,100,79.58
35.62741,44.016,308.88,1.87,1.34,2026-04-14,22,76,30.9
35.68242,43.88778,322.48,1.91,1.35,2026-04-14,22,100,63.92
35.68437,43.86724,307.62,1.91,1.35,2026-04-14,22,72,31.94
35.72402,44.04279,308.09,1.87,1.34,2026-04-14,22,73,31.12
23.26708,54.27987,307.62,2.29,1.46,2026-04-14,24,72,34.19
23.27126,54.25877,317.53,2.28,1.46,2026-04-14,24,95,59.53
23.27966,54.2828,315.43,2.29,1.46,2026-04-14,24,91,52.51
23.28384,54.2616,335.87,2.28,1.46,2026-04-14,24,100,130.03
27.58503,52.55079,313.84,1.41,1.18,2026-04-14,24,88,23.42
27.58729,52.5385,310.02,1.41,1.17,2026-04-14,24,79,18.52
27.58844,52.54496,320.77,1.41,1.18,2026-04-14,24,100,33.36
28.49138,49.71793,316.79,1.03,1.01,2026-04-14,24,92,17.41
29.00097,48.02542,310.39,1.01,1.01,2026-04-14,24,80,11.95
-11.43285,-55.1002,306.98,1.41,1.18,2026-04-14,56,70,10.0
1.09843,-60.53076,327.14,1.03,1.01,2026-04-14,100,100,24.38
1.09966,-60.52176,333.64,1.03,1.01,2026-04-14,100,100,32.97
1.10611,-60.541,312.31,1.03,1.01,2026-04-14,100,85,10.82
1.10734,-60.53201,329.95,1.03,1.01,2026-04-14,100,100,28.28
1.10858,-60.52301,337.11,1.03,1.01,2026-04-14,100,100,38.78
1.32496,-60.6202,310.9,1.03,1.01,2026-04-14,102,81,10.5
1.4862,-60.9185,307.01,1.01,1.01,2026-04-14,102,70,7.36
1.83902,-60.83797,311.67,1.02,1.01,2026-04-14,102,83,8.88
1.84025,-60.82905,330.19,1.02,1.01,2026-04-14,102,100,28.06
2.00661,-61.09073,311.37,1.01,1.01,2026-04-14,102,82,8.5
2.00784,-61.08188,309.91,1.01,1.01,2026-04-14,102,79,7.46
2.01545,-61.09196,344.22,1.01,1.01,2026-04-14,102,100,49.26
2.01667,-61.08311,346.9,1.01,1.01,2026-04-14,102,100,54.5
2.40971,-60.24138,317.06,1.07,1.03,2026-04-14,102,94,15.09
2.58121,-60.33438,323.61,1.07,1.03,2026-04-14,102,100,21.54
2.58932,-60.3418,314.77,1.07,1.03,2026-04-14,102,90,12.83
2.7179,-61.34673,309.47,1.01,1.0,2026-04-14,102,77,7.23
2.93306,-60.18701,324.9,1.09,1.04,2026-04-14,102,100,22.85
2.93436,-60.17749,373.12,1.09,1.04,2026-04-14,102,100,141.23
2.9422,-60.18826,307.13,1.09,1.04,2026-04-14,102,70,5.98
2.9435,-60.17877,347.83,1.09,1.04,2026-04-14,102,100,63.1
2.94481,-60.16923,316.48,1.09,1.04,2026-04-14,102,93,13.87
2.95266,-60.18,310.74,1.09,1.04,2026-04-14,102,81,8.95
2.95397,-60.17047,321.27,1.09,1.04,2026-04-14,102,100,19.27
4.3207,-59.7506,307.89,1.18,1.08,2026-04-14,102,73,8.28
4.32209,-59.74049,312.37,1.18,1.08,2026-04-14,102,85,12.38
6.63951,-68.74075,308.18,2.12,1.42,2026-04-14,102,74,20.16
6.64192,-68.74666,309.03,2.12,1.42,2026-04-14,102,76,21.71
6.80612,-63.53417,318.76,1.02,1.01,2026-04-14,102,97,16.0
6.89212,-62.505,319.24,1.0,1.0,2026-04-14,102,98,16.24
7.28338,-63.22495,311.28,1.0,1.0,2026-04-14,102,82,8.28
7.2934,-63.21738,312.47,1.0,1.0,2026-04-14,102,85,9.22
7.4163,-64.64153,317.6,1.09,1.04,2026-04-14,102,95,15.82
7.41764,-64.63197,333.3,1.09,1.04,2026-04-14,102,100,36.38
7.43936,-62.89431,306.94,1.0,1.0,2026-04-14,102,70,4.03
7.5083,-68.30385,313.94,1.89,1.34,2026-04-14,102,88,34.56
7.64664,-63.71873,308.05,1.02,1.01,2026-04-14,102,72,5.7
7.64788,-63.70977,309.89,1.02,1.01,2026-04-14,102,77,7.02
7.72701,-67.3833,323.94,1.59,1.24,2026-04-14,102,100,41.35
7.72909,-67.36938,318.41,1.59,1.24,2026-04-14,102,97,30.71
8.0928,-64.16183,311.39,1.04,1.02,2026-04-14,102,78,7.32
8.09409,-64.15266,310.66,1.04,1.02,2026-04-14,102,76,6.68
8.50426,-63.60287,313.77,1.01,1.0,2026-04-14,102,85,9.35
8.55745,-64.13866,319.37,1.03,1.01,2026-04-14,102,98,15.48
8.64965,-62.87577,328.43,1.0,1.0,2026-04-14,102,100,24.8
8.65087,-62.86693,337.31,1.0,1.0,2026-04-14,102,100,37.17
8.72811,-62.91122,308.53,1.0,1.0,2026-04-14,102,71,6.24
8.77562,-63.36498,313.5,1.0,1.0,2026-04-14,102,85,8.77
8.78562,-63.35741,312.59,1.0,1.0,2026-04-14,102,83,7.86
8.44366,-66.14291,313.02,1.28,1.12,2026-04-14,105,84,11.59
8.44531,-66.13172,316.15,1.27,1.12,2026-04-14,105,92,15.18
8.46186,-68.89293,309.18,2.02,1.39,2026-04-14,105,77,18.61
8.4942,-68.10072,320.43,1.75,1.3,2026-04-14,105,100,40.95
8.49581,-68.09472,327.87,1.75,1.3,2026-04-14,105,100,59.07
8.49658,-68.08541,314.43,1.75,1.3,2026-04-14,105,89,28.37
8.54761,-67.59251,318.73,1.6,1.25,2026-04-14,105,97,33.93
8.70553,-68.30532,308.35,1.8,1.32,2026-04-14,105,72,21.16
8.73301,-66.33186,329.62,1.3,1.13,2026-04-14,105,100,35.63
8.73466,-66.32047,358.89,1.3,1.13,2026-04-14,105,100,116.34
8.84497,-65.92461,316.06,1.22,1.1,2026-04-14,105,91,15.05
8.85108,-63.68042,327.31,1.01,1.0,2026-04-14,105,100,21.65
8.86267,-63.67891,315.94,1.01,1.0,2026-04-14,105,91,10.92
8.86899,-63.69796,317.46,1.01,1.0,2026-04-14,105,95,12.82
8.87416,-64.83532,309.98,1.08,1.04,2026-04-14,105,74,7.8
8.97332,-65.37144,316.38,1.14,1.06,2026-04-14,105,92,13.63
8.98263,-65.37286,324.11,1.14,1.06,2026-04-14,105,100,22.7
8.98406,-65.36282,328.21,1.14,1.06,2026-04-14,105,100,28.28
8.98937,-62.21383,308.94,1.03,1.01,2026-04-14,105,75,7.9
8.99059,-62.20475,332.52,1.03,1.01,2026-04-14,105,100,32.27
8.99181,-62.19567,322.43,1.03,1.01,2026-04-14,105,100,19.63
9.04588,-63.94524,308.61,1.02,1.01,2026-04-14,105,70,6.82
9.08051,-62.28792,327.44,1.02,1.01,2026-04-14,105,100,25.21
9.08173,-62.27887,322.64,1.02,1.01,2026-04-14,105,100,19.65
9.121,-65.04709,314.94,1.1,1.04,2026-04-14,105,88,11.73
9.13678,-63.16197,312.83,1.0,1.0,2026-04-14,105,85,8.99
9.138,-63.15313,321.54,1.0,1.0,2026-04-14,105,100,16.49
9.14311,-64.03897,312.89,1.02,1.01,2026-04-14,105,83,9.45
9.14677,-63.15439,326.85,1.0,1.0,2026-04-14,105,100,21.68
9.14799,-63.14555,327.25,1.0,1.0,2026-04-14,105,100,21.37
9.1492,-63.13671,316.91,1.0,1.0,2026-04-14,105,80,11.28
9.15554,-63.15564,317.84,1.0,1.0,2026-04-14,105,94,11.95
9.15974,-62.78012,309.19,1.01,1.0,2026-04-14,105,75,6.68
9.16041,-63.1203,319.81,1.0,1.0,2026-04-14,105,99,14.23
9.16162,-63.11146,323.72,1.0,1.0,2026-04-14,105,100,18.25
9.17162,-63.10387,308.77,1.0,1.0,2026-04-14,105,73,6.23
9.17283,-63.09503,310.09,1.0,1.0,2026-04-14,105,77,7.14
9.182,-65.51333,322.21,1.15,1.07,2026-04-14,105,100,20.94
9.19673,-63.11647,309.65,1.0,1.0,2026-04-14,105,76,7.16
9.19794,-63.10763,310.07,1.0,1.0,2026-04-14,105,77,7.26
9.19916,-63.09879,327.86,1.0,1.0,2026-04-14,105,100,23.7
9.20038,-63.08995,321.81,1.0,1.0,2026-04-14,105,100,17.38
9.20995,-64.93881,312.84,1.08,1.04,2026-04-14,105,82,10.07
9.2199,-63.82754,310.59,1.01,1.0,2026-04-14,105,77,7.16
9.26751,-65.42943,309.07,1.14,1.06,2026-04-14,105,70,7.41
9.47215,-64.38891,309.55,1.04,1.02,2026-04-14,105,73,6.16
9.50085,-67.23848,311.79,1.46,1.19,2026-04-14,105,83,20.1
9.52852,-65.53799,314.4,1.14,1.07,2026-04-14,105,88,12.53
9.55984,-63.63218,322.6,1.0,1.0,2026-04-14,105,100,18.94
9.62075,-63.72833,365.58,1.0,1.0,2026-04-14,105,100,101.25
9.62198,-63.71945,325.65,1.0,1.0,2026-04-14,105,100,21.91
9.62335,-63.77402,348.21,1.01,1.0,2026-04-14,105,100,57.92
9.64169,-63.57759,315.89,1.0,1.0,2026-04-14,105,91,11.15
9.64292,-63.56873,343.54,1.0,1.0,2026-04-14,105,100,46.79
9.64415,-63.55987,348.21,1.0,1.0,2026-04-14,105,100,55.95
9.65047,-63.57885,308.8,1.0,1.0,2026-04-14,105,73,5.9
9.6517,-63.56999,318.05,1.0,1.0,2026-04-14,105,96,13.35
9.65188,-63.63329,377.26,1.0,1.0,2026-04-14,105,100,140.81
9.65311,-63.62442,374.29,1.0,1.0,2026-04-14,105,100,129.55
9.65538,-63.54342,312.78,1.0,1.0,2026-04-14,105,84,8.8
9.65661,-63.53456,324.52,1.0,1.0,2026-04-14,105,100,20.13
9.68273,-63.47513,334.85,1.0,1.0,2026-04-14,105,100,33.5
9.70958,-61.57771,309.03,1.09,1.04,2026-04-14,105,76,8.71
9.73215,-63.46162,318.04,1.0,1.0,2026-04-14,105,96,13.45
9.7397,-63.47173,308.23,1.0,1.0,2026-04-14,105,71,5.97
9.77655,-63.26945,314.64,1.0,1.0,2026-04-14,105,89,11.22
9.95419,-63.578,309.03,1.0,1.0,2026-04-14,105,74,7.33
9.97207,-64.64019,310.65,1.04,1.02,2026-04-14,105,80,7.71
10.03396,-63.66757,311.09,1.0,1.0,2026-04-14,105,81,9.33
10.05957,-64.8681,315.37,1.06,1.03,2026-04-14,105,91,10.89
10.07429,-64.89579,310.98,1.06,1.03,2026-04-14,105,81,8.15
10.41191,-63.81652,309.53,1.0,1.0,2026-04-14,105,78,7.66
10.41314,-63.80764,311.88,1.0,1.0,2026-04-14,105,84,9.39
48.81274,132.17909,329.77,3.32,1.72,2026-04-14,134,72,162.11
48.81507,132.17349,325.9,3.32,1.72,2026-04-14,134,84,140.61
48.82237,133.49628,326.31,3.85,1.83,2026-04-14,134,84,180.13
48.8372,133.50597,326.42,3.85,1.83,2026-04-14,134,70,174.64
50.3395,128.85263,325.63,2.02,1.39,2026-04-14,134,84,69.76
50.35103,128.85918,346.87,2.02,1.39,2026-04-14,134,95,162.31
50.95824,128.19089,343.96,1.8,1.32,2026-04-14,134,88,123.48
50.96349,128.16718,355.26,1.8,1.31,2026-04-14,134,98,179.43
51.05861,128.17238,314.23,1.79,1.31,2026-04-14,134,74,33.58
51.0638,128.14886,317.78,1.78,1.31,2026-04-14,134,78,41.0
51.39262,128.5723,312.2,1.82,1.32,2026-04-14,134,72,31.49
43.52313,119.81106,327.94,1.12,1.06,2026-04-14,137,85,27.89
43.8092,120.32756,311.42,1.16,1.07,2026-04-14,137,71,11.69
44.03648,119.53235,312.61,1.09,1.04,2026-04-14,137,73,11.22
44.08683,119.67776,310.69,1.09,1.04,2026-04-14,137,70,9.57
44.09175,123.30719,318.68,1.57,1.23,2026-04-14,137,79,29.02
44.20696,120.84669,314.47,1.2,1.09,2026-04-14,137,75,14.5
44.2262,131.97043,316.5,4.64,1.97,2026-04-14,137,77,137.73
44.22791,131.97661,321.45,4.64,1.97,2026-04-14,137,81,170.94
44.24238,131.97934,334.52,4.64,1.97,2026-04-14,137,89,318.84
44.24416,131.98523,329.67,4.64,1.97,2026-04-14,137,86,250.55
44.36431,120.59183,312.74,1.16,1.07,2026-04-14,137,73,9.66
44.37114,120.58504,313.66,1.16,1.07,2026-04-14,137,74,9.91
44.66125,122.86471,311.88,1.44,1.19,2026-04-14,137,71,13.52
44.69796,122.78651,311.79,1.43,1.18,2026-04-14,137,71,13.02
44.70121,122.76944,314.86,1.42,1.18,2026-04-14,137,75,17.12
44.87288,120.98624,311.33,1.18,1.08,2026-04-14,137,70,9.78
44.93111,122.81976,313.27,1.42,1.18,2026-04-14,137,73,12.77
45.00177,121.65333,326.12,1.25,1.11,2026-04-14,137,84,28.25
45.0113,121.65675,311.71,1.25,1.11,2026-04-14,137,70,9.47
45.26202,125.31493,310.57,1.87,1.34,2026-04-14,137,70,19.52
45.26683,125.29267,315.52,1.86,1.33,2026-04-14,137,76,28.83
45.36881,125.31793,314.03,1.86,1.33,2026-04-14,137,74,26.05
45.40704,122.35264,314.33,1.32,1.14,2026-04-14,137,74,17.03
45.87568,122.81094,327.49,1.35,1.15,2026-04-14,137,85,36.83
46.21291,120.6121,314.4,1.1,1.05,2026-04-14,137,75,13.59
46.44117,121.58651,317.8,1.18,1.08,2026-04-14,137,78,16.99
46.44453,121.98807,311.97,1.22,1.1,2026-04-14,137,72,11.39
46.53485,122.75983,331.64,1.3,1.13,2026-04-14,137,87,42.9
46.87363,123.40551,316.17,1.37,1.16,2026-04-14,137,76,21.15
47.7714,123.93144,316.9,1.38,1.16,2026-04-14,137,77,20.01
47.90742,124.63389,323.17,1.48,1.2,2026-04-14,137,82,31.01
47.95375,125.12316,312.22,1.55,1.23,2026-04-14,137,72,15.38
47.95634,123.05444,314.4,1.26,1.11,2026-04-14,137,75,15.35
48.10898,125.05015,312.34,1.53,1.22,2026-04-14,137,72,17.98
48.13496,125.39,322.76,1.58,1.24,2026-04-14,137,82,35.28
48.16486,124.40031,330.74,1.42,1.18,2026-04-14,137,87,46.23
48.16837,124.38226,324.76,1.42,1.18,2026-04-14,137,83,33.6
48.19459,123.52758,311.87,1.3,1.13,2026-04-14,137,72,12.6
48.21851,125.39025,311.31,1.58,1.24,2026-04-14,137,71,15.81
48.2261,124.71774,320.08,1.46,1.2,2026-04-14,137,80,26.37
48.22994,123.67449,312.32,1.32,1.14,2026-04-14,137,72,13.04
48.26555,124.31367,326.38,1.4,1.17,2026-04-14,137,84,38.91
48.39295,123.53308,325.84,1.29,1.13,2026-04-14,137,84,33.59
48.39612,123.51612,321.27,1.29,1.13,2026-04-14,137,81,26.16
48.42009,125.27942,324.81,1.54,1.22,2026-04-14,137,83,39.24
48.46867,123.41247,311.79,1.27,1.12,2026-04-14,137,72,13.41
48.57589,123.67632,311.09,1.3,1.13,2026-04-14,137,71,13.04
48.64336,123.8202,315.09,1.31,1.14,2026-04-14,137,75,17.67
48.67194,123.89307,312.88,1.32,1.14,2026-04-14,137,73,16.81
48.68277,122.73636,315.31,1.19,1.08,2026-04-14,137,76,19.29
48.80014,123.93664,311.02,1.31,1.14,2026-04-14,137,71,14.62
40.31,111.2954,317.57,1.37,1.16,2026-04-14,139,75,18.28
40.89361,110.65504,317.31,1.51,1.21,2026-04-14,139,73,20.17
23.78222,120.44495,317.99,3.14,1.68,2026-04-14,141,75,47.75
24.1755,117.62998,315.17,1.91,1.35,2026-04-14,141,72,24.3
24.23034,117.70509,327.79,1.93,1.36,2026-04-14,141,84,60.24
25.01509,116.07426,314.31,1.44,1.19,2026-04-14,141,70,16.22
25.30925,116.5261,331.01,1.53,1.22,2026-04-14,141,86,49.2
19.00056,105.39037,316.98,1.69,1.28,2026-04-14,143,70,18.19
19.23686,105.12381,323.74,1.78,1.31,2026-04-14,143,78,37.92
19.34586,105.26479,320.27,1.75,1.3,2026-04-14,143,74,24.51
19.47297,105.25446,320.91,1.76,1.3,2026-04-14,143,75,28.88
19.47842,105.20578,317.55,1.77,1.3,2026-04-14,143,70,24.22
19.61655,103.53889,328.32,2.39,1.49,2026-04-14,143,83,70.87
19.61859,103.51824,322.72,2.4,1.49,2026-04-14,143,77,49.71
19.61931,103.53246,332.79,2.39,1.49,2026-04-14,143,86,92.52
19.85253,102.42991,328.59,2.93,1.63,2026-04-14,143,83,104.2
19.85508,102.40486,340.79,2.94,1.63,2026-04-14,143,91,189.18
19.85826,102.41066,350.07,2.94,1.63,2026-04-14,143,95,275.96
19.96927,102.92596,316.18,2.69,1.57,2026-04-14,143,70,41.17
20.36677,102.29114,328.63,3.05,1.66,2026-04-14,143,84,118.94
20.36851,102.297,329.34,3.05,1.66,2026-04-14,143,84,122.05
20.49635,110.26975,320.14,1.01,1.0,2026-04-14,143,72,8.76
20.52315,109.94697,319.36,1.02,1.01,2026-04-14,143,71,10.07
20.53059,110.21765,328.58,1.01,1.0,2026-04-14,143,82,18.42
20.59056,101.49757,361.28,3.53,1.77,2026-04-14,143,100,545.18
20.5936,101.46318,344.51,3.55,1.77,2026-04-14,143,93,309.11
20.60516,110.21605,333.3,1.01,1.0,2026-04-14,143,74,24.79
20.60647,110.20667,324.21,1.01,1.0,2026-04-14,143,73,13.41
20.63776,110.24017,320.66,1.01,1.0,2026-04-14,143,72,9.3
20.68379,109.90982,319.62,1.02,1.01,2026-04-14,143,71,10.57
20.71355,109.96921,319.05,1.02,1.01,2026-04-14,143,71,9.6
20.71486,109.95973,322.22,1.02,1.01,2026-04-14,143,75,12.49
20.77448,101.08557,317.97,3.82,1.83,2026-04-14,143,75,94.42
20.86369,100.40337,316.21,4.31,1.92,2026-04-14,143,73,99.47
20.95075,102.51585,320.45,2.99,1.64,2026-04-14,143,77,74.74
20.95335,102.48791,320.54,3.0,1.65,2026-04-14,143,77,76.13
21.16179,103.81609,317.57,2.39,1.49,2026-04-14,143,73,39.95
21.1643,103.81044,317.26,2.39,1.49,2026-04-14,143,72,37.44
21.21298,107.02272,318.38,1.4,1.17,2026-04-14,143,72,17.79
21.22695,110.04941,320.2,1.02,1.01,2026-04-14,143,73,11.91
21.41187,106.98093,317.99,1.41,1.18,2026-04-14,143,71,18.06
21.54616,107.89016,334.15,1.25,1.11,2026-04-14,143,76,37.95
21.55729,107.38058,321.7,1.34,1.15,2026-04-14,143,76,22.52
21.55734,107.88,369.85,1.25,1.11,2026-04-14,143,100,152.46
21.55881,107.86807,322.29,1.25,1.11,2026-04-14,143,77,19.65
21.68944,107.2055,317.88,1.38,1.16,2026-04-14,143,72,19.66
21.69098,107.19218,327.77,1.38,1.16,2026-04-14,143,82,36.1
21.69188,107.19947,325.06,1.38,1.16,2026-04-14,143,80,30.66
21.74686,107.15935,326.75,1.39,1.17,2026-04-14,143,82,34.35
22.00072,106.98013,317.54,1.44,1.19,2026-04-14,143,72,18.21
22.03211,109.55547,320.95,1.06,1.03,2026-04-14,143,72,15.3
23.23525,110.6717,316.12,1.01,1.01,2026-04-14,143,71,10.02
23.34761,108.84335,329.44,1.17,1.07,2026-04-14,143,83,24.78
24.20369,112.55373,323.62,1.02,1.01,2026-04-14,143,80,18.15
