latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
26.60615,94.39596,301.19,1.17,1.08,2026-01-26,0312,Terra,MODIS,45,6.1NRT,289.17,5.53,D
26.59675,94.39401,300.7,1.17,1.08,2026-01-26,0312,Terra,MODIS,41,6.1NRT,289.2,5.26,D
26.51566,94.7094,305.06,1.22,1.1,2026-01-26,0312,Terra,MODIS,60,6.1NRT,288.43,9.89,D
26.60126,93.25143,308.09,1.06,1.03,2026-01-26,0312,Terra,MODIS,63,6.1NRT,290.57,8.74,D
24.35723,92.92335,303.28,1.08,1.04,2026-01-26,0312,Terra,MODIS,55,6.1NRT,290,6.57,D
24.34635,92.6925,303.17,1.06,1.03,2026-01-26,0312,Terra,MODIS,55,6.1NRT,289.55,6.24,D
24.34481,92.70247,304.23,1.06,1.03,2026-01-26,0312,Terra,MODIS,58,6.1NRT,289.36,6.69,D
25.03295,87.37566,301.86,1.38,1.16,2026-01-26,0312,Terra,MODIS,45,6.1NRT,291.55,5.97,D
23.9618,93.02741,303.57,1.09,1.04,2026-01-26,0312,Terra,MODIS,56,6.1NRT,288.95,7,D
23.95262,93.02612,300.2,1.09,1.04,2026-01-26,0312,Terra,MODIS,31,6.1NRT,288.4,4.72,D
23.79394,86.35573,304.94,1.55,1.23,2026-01-26,0312,Terra,MODIS,14,6.1NRT,292.05,7.88,D
23.76255,86.40553,309.53,1.53,1.22,2026-01-26,0312,Terra,MODIS,14,6.1NRT,292.76,12.14,D
23.77392,86.21047,303.38,1.58,1.24,2026-01-26,0312,Terra,MODIS,56,6.1NRT,291.82,9.06,D
23.68717,86.39561,302.35,1.53,1.22,2026-01-26,0312,Terra,MODIS,0,6.1NRT,291.62,7.75,D
23.55061,87.24693,302.41,1.34,1.15,2026-01-26,0312,Terra,MODIS,39,6.1NRT,292.26,5.97,D
22.03503,83.73454,305.43,2.27,1.46,2026-01-26,0314,Terra,MODIS,58,6.1NRT,291.25,16.52,D
22.03567,83.72862,303.79,2.27,1.46,2026-01-26,0314,Terra,MODIS,57,6.1NRT,291.26,14.6,D
20.96671,85.16686,309.28,1.71,1.28,2026-01-26,0314,Terra,MODIS,68,6.1NRT,293.46,15.81,D
20.96487,85.18292,309.95,1.71,1.28,2026-01-26,0314,Terra,MODIS,69,6.1NRT,293.58,17.14,D
20.79717,85.2522,303.45,1.68,1.27,2026-01-26,0314,Terra,MODIS,55,6.1NRT,291.26,8.84,D
20.79567,85.26193,303.32,1.68,1.27,2026-01-26,0314,Terra,MODIS,37,6.1NRT,291.69,8.4,D
28.28878,73.37451,308.04,1.81,1.32,2026-01-26,0450,Terra,MODIS,46,6.1NRT,288.65,14.76,D
27.63572,72.6926,303.36,1.68,1.27,2026-01-26,0450,Terra,MODIS,42,6.1NRT,286.71,8.85,D
27.48414,71.99274,317.11,1.52,1.22,2026-01-26,0450,Terra,MODIS,0,6.1NRT,284.22,23.39,D
23.59238,69.18793,300.53,1.2,1.09,2026-01-26,0453,Terra,MODIS,38,6.1NRT,287.15,5.05,D
22.26921,70.27554,302.04,1.46,1.19,2026-01-26,0453,Terra,MODIS,50,6.1NRT,286.14,7.36,D
22.20807,70.21537,300.48,1.45,1.19,2026-01-26,0453,Terra,MODIS,30,6.1NRT,284.38,5.23,D
22.14409,70.53378,305.43,1.53,1.22,2026-01-26,0453,Terra,MODIS,61,6.1NRT,287.77,9.31,D
22.00391,70.61896,313.32,1.56,1.23,2026-01-26,0453,Terra,MODIS,73,6.1NRT,295.33,18.39,D
22.00141,70.63352,324.52,1.56,1.23,2026-01-26,0453,Terra,MODIS,83,6.1NRT,295.21,38.72,D
21.90373,71.13194,308.3,1.7,1.28,2026-01-26,0453,Terra,MODIS,57,6.1NRT,289.55,14.13,D
20.90003,72.88087,306.16,2.4,1.49,2026-01-26,0453,Terra,MODIS,55,6.1NRT,294.38,14.04,D
21.01773,70.55747,306.14,1.61,1.25,2026-01-26,0453,Terra,MODIS,54,6.1NRT,295.08,8.86,D
17.76445,80.77695,310.32,2.7,1.57,2026-01-26,0904,Aqua,MODIS,45,6.1NRT,299.01,19.76,D
18.24413,82.05627,314.95,2.1,1.41,2026-01-26,0904,Aqua,MODIS,66,6.1NRT,300.8,18.93,D
18.62746,82.05254,309.66,2.07,1.4,2026-01-26,0904,Aqua,MODIS,54,6.1NRT,297.94,10.31,D
20.54395,86.49062,331.65,1.04,1.02,2026-01-26,0904,Aqua,MODIS,85,6.1NRT,302.13,26.45,D
20.54247,86.48096,312.78,1.05,1.02,2026-01-26,0904,Aqua,MODIS,59,6.1NRT,301.22,5.44,D
20.5292,85.98241,316.24,1.09,1.04,2026-01-26,0904,Aqua,MODIS,52,6.1NRT,301.32,8.79,D
20.90857,86.15517,318.39,1.06,1.03,2026-01-26,0904,Aqua,MODIS,72,6.1NRT,302.1,10.24,D
20.79219,85.24908,311.09,1.16,1.07,2026-01-26,0904,Aqua,MODIS,50,6.1NRT,300.21,5.62,D
20.988,86.31184,315.79,1.05,1.02,2026-01-26,0904,Aqua,MODIS,67,6.1NRT,300.77,8.54,D
20.9865,86.30211,312.95,1.05,1.02,2026-01-26,0904,Aqua,MODIS,57,6.1NRT,301.2,5.79,D
21.08085,86.60562,311.77,1.03,1.01,2026-01-26,0904,Aqua,MODIS,56,6.1NRT,299.57,5.72,D
21.07938,86.59608,310.53,1.03,1.01,2026-01-26,0904,Aqua,MODIS,50,6.1NRT,299.13,4.68,D
21.1005,86.13882,316.99,1.06,1.03,2026-01-26,0904,Aqua,MODIS,70,6.1NRT,301.86,9.35,D
20.95572,85.17329,316.5,1.17,1.07,2026-01-26,0904,Aqua,MODIS,22,6.1NRT,303.7,8.81,D
20.96505,85.17151,319.49,1.17,1.07,2026-01-26,0904,Aqua,MODIS,54,6.1NRT,303.52,12.11,D
21.24288,86.33733,319.39,1.04,1.02,2026-01-26,0904,Aqua,MODIS,74,6.1NRT,301.08,11.86,D
20.93527,83.69023,313.87,1.42,1.18,2026-01-26,0904,Aqua,MODIS,65,6.1NRT,300.38,10.78,D
21.5046,86.83781,315.97,1.01,1.01,2026-01-26,0904,Aqua,MODIS,70,6.1NRT,300.84,8.49,D
21.50317,86.82837,323.27,1.01,1.01,2026-01-26,0904,Aqua,MODIS,79,6.1NRT,301.71,15.51,D
21.58761,86.77864,311.27,1.02,1.01,2026-01-26,0904,Aqua,MODIS,61,6.1NRT,300.58,4.69,D
21.72095,86.61622,313.95,1.02,1.01,2026-01-26,0904,Aqua,MODIS,68,6.1NRT,299.65,7.46,D
21.81253,86.80439,315.02,1.01,1.01,2026-01-26,0904,Aqua,MODIS,69,6.1NRT,298.35,8.85,D
21.82513,86.68874,316.12,1.02,1.01,2026-01-26,0904,Aqua,MODIS,71,6.1NRT,300.56,8.57,D
20.97718,81.34084,314.3,2.09,1.41,2026-01-26,0904,Aqua,MODIS,64,6.1NRT,301.63,17.63,D
21.92386,86.79208,315.14,1.01,1.01,2026-01-26,0904,Aqua,MODIS,70,6.1NRT,301.3,7.5,D
21.58415,84.16733,310.17,1.29,1.13,2026-01-26,0904,Aqua,MODIS,47,6.1NRT,299.34,7.14,D
22.07158,86.85633,325.79,1.01,1,2026-01-26,0904,Aqua,MODIS,81,6.1NRT,302.26,18.73,D
21.74129,84.57069,309.85,1.22,1.1,2026-01-26,0904,Aqua,MODIS,49,6.1NRT,299.44,7,D
21.28625,81.90723,322.59,1.87,1.34,2026-01-26,0904,Aqua,MODIS,77,6.1NRT,302.61,30.83,D
21.28517,81.92025,317.81,1.86,1.33,2026-01-26,0904,Aqua,MODIS,71,6.1NRT,302.25,21.1,D
21.28198,81.90317,316.28,1.87,1.34,2026-01-26,0904,Aqua,MODIS,69,6.1NRT,302.61,18.15,D
21.73596,84.3401,315.08,1.26,1.11,2026-01-26,0904,Aqua,MODIS,69,6.1NRT,299.84,10.62,D
21.734,84.32838,320.56,1.26,1.12,2026-01-26,0904,Aqua,MODIS,76,6.1NRT,301.73,17.64,D
21.35968,82.13107,331.3,1.79,1.31,2026-01-26,0904,Aqua,MODIS,85,6.1NRT,303.03,56.08,D
21.35668,82.11462,327.35,1.8,1.31,2026-01-26,0904,Aqua,MODIS,82,6.1NRT,302,44.8,D
21.78922,84.10252,322.63,1.3,1.13,2026-01-26,0904,Aqua,MODIS,78,6.1NRT,298.32,23.77,D
21.78719,84.09051,310.36,1.3,1.13,2026-01-26,0904,Aqua,MODIS,57,6.1NRT,296.9,8.34,D
21.61067,82.94722,312.7,1.55,1.23,2026-01-26,0904,Aqua,MODIS,62,6.1NRT,299.94,9.93,D
21.48002,82.14985,317.82,1.78,1.31,2026-01-26,0904,Aqua,MODIS,71,6.1NRT,301.6,20.98,D
22.36071,87.29841,315.76,1,1,2026-01-26,0904,Aqua,MODIS,64,6.1NRT,302.74,8.23,D
21.89449,84.2972,311.25,1.26,1.11,2026-01-26,0904,Aqua,MODIS,58,6.1NRT,300.25,7.18,D
21.69415,83.14359,316.56,1.5,1.21,2026-01-26,0904,Aqua,MODIS,69,6.1NRT,300.07,17.62,D
22.37537,87.27665,313.91,1,1,2026-01-26,0904,Aqua,MODIS,60,6.1NRT,301.91,6.89,D
21.87568,84.06776,313.66,1.3,1.13,2026-01-26,0904,Aqua,MODIS,65,6.1NRT,300.15,9.87,D
21.60327,82.44945,320.59,1.68,1.27,2026-01-26,0904,Aqua,MODIS,75,6.1NRT,300.96,25.81,D
21.88047,83.91559,312.6,1.33,1.14,2026-01-26,0904,Aqua,MODIS,63,6.1NRT,299.26,9.39,D
21.68408,82.77657,312.56,1.59,1.24,2026-01-26,0904,Aqua,MODIS,61,6.1NRT,300.68,9.51,D
21.77212,83.15637,319.93,1.49,1.21,2026-01-26,0904,Aqua,MODIS,74,6.1NRT,301.66,19.33,D
21.78015,83.16236,313.73,1.49,1.2,2026-01-26,0904,Aqua,MODIS,53,6.1NRT,300.68,10.15,D
21.77769,83.1486,315.73,1.49,1.21,2026-01-26,0904,Aqua,MODIS,68,6.1NRT,300.84,12.99,D
21.78131,83.04701,312.37,1.51,1.21,2026-01-26,0904,Aqua,MODIS,61,6.1NRT,301.29,9.21,D
21.8153,83.05457,316.91,1.51,1.21,2026-01-26,0904,Aqua,MODIS,70,6.1NRT,300.47,16.62,D
22.42742,86.70104,311.71,1.01,1.01,2026-01-26,0904,Aqua,MODIS,62,6.1NRT,300.26,5.67,D
21.85789,83.17504,310.91,1.48,1.2,2026-01-26,0904,Aqua,MODIS,56,6.1NRT,299.92,7.51,D
21.99774,83.93665,313.15,1.32,1.14,2026-01-26,0904,Aqua,MODIS,64,6.1NRT,299.7,9.42,D
22.03497,83.73165,319.35,1.35,1.15,2026-01-26,0904,Aqua,MODIS,74,6.1NRT,301.27,18.33,D
21.82971,82.48587,314.05,1.65,1.26,2026-01-26,0904,Aqua,MODIS,65,6.1NRT,300.9,10.81,D
21.93507,83.02477,315.73,1.51,1.21,2026-01-26,0904,Aqua,MODIS,68,6.1NRT,299.67,14.92,D
22.44031,86.06238,310.71,1.04,1.02,2026-01-26,0904,Aqua,MODIS,59,6.1NRT,299.98,4.86,D
21.96097,82.70052,315.83,1.59,1.24,2026-01-26,0904,Aqua,MODIS,60,6.1NRT,300.91,15.05,D
21.87409,82.21028,317.09,1.73,1.29,2026-01-26,0904,Aqua,MODIS,71,6.1NRT,299.95,19.62,D
22.03551,82.72539,313.27,1.58,1.24,2026-01-26,0904,Aqua,MODIS,64,6.1NRT,299.61,11.42,D
21.97095,82.29964,316.69,1.69,1.28,2026-01-26,0904,Aqua,MODIS,71,6.1NRT,300.22,19.23,D
22.78713,86.20399,315.16,1.03,1.01,2026-01-26,0906,Aqua,MODIS,53,6.1NRT,300.97,8.13,D
22.22942,81.47628,313.78,1.92,1.35,2026-01-26,0906,Aqua,MODIS,67,6.1NRT,299.17,18.1,D
22.22465,81.47052,309.8,1.92,1.35,2026-01-26,0906,Aqua,MODIS,60,6.1NRT,299.33,11.28,D
23.40231,87.33959,319.87,1,1,2026-01-26,0906,Aqua,MODIS,76,6.1NRT,299.67,13.4,D
23.55053,87.79565,306.25,1.01,1.01,2026-01-26,0906,Aqua,MODIS,42,6.1NRT,296.24,3.65,D
23.54918,87.78607,308.64,1.01,1.01,2026-01-26,0906,Aqua,MODIS,56,6.1NRT,297.61,5.15,D
23.77272,87.22146,327.69,1,1,2026-01-26,0906,Aqua,MODIS,83,6.1NRT,299.3,21.44,D
23.77134,87.21198,314.45,1,1,2026-01-26,0906,Aqua,MODIS,68,6.1NRT,298.59,8.15,D
23.73022,86.43489,314.85,1.01,1,2026-01-26,0906,Aqua,MODIS,49,6.1NRT,302.64,6.97,D
23.75212,86.40152,315.31,1.01,1,2026-01-26,0906,Aqua,MODIS,26,6.1NRT,301.99,6.55,D
23.76086,86.39993,317.44,1.01,1,2026-01-26,0906,Aqua,MODIS,43,6.1NRT,302.87,7.97,D
23.7769,86.38723,316.32,1.01,1,2026-01-26,0906,Aqua,MODIS,35,6.1NRT,301.63,7.07,D
23.64052,85.43864,311.16,1.07,1.03,2026-01-26,0906,Aqua,MODIS,63,6.1NRT,299.79,6.27,D
23.79231,86.34843,313.45,1.01,1.01,2026-01-26,0906,Aqua,MODIS,60,6.1NRT,301.89,6.89,D
23.77039,86.20463,314.21,1.02,1.01,2026-01-26,0906,Aqua,MODIS,68,6.1NRT,302.95,7.66,D
23.79816,86.32773,315.33,1.01,1.01,2026-01-26,0906,Aqua,MODIS,68,6.1NRT,302.47,8.42,D
24.83767,92.52136,312.45,1.84,1.33,2026-01-26,0906,Aqua,MODIS,69,6.1NRT,299.31,17.98,D
25.7337,94.25855,302.34,2.55,1.54,2026-01-26,0906,Aqua,MODIS,49,6.1NRT,290.23,15.3,D
25.82535,94.1386,304.03,2.51,1.52,2026-01-26,0906,Aqua,MODIS,55,6.1NRT,288,21.44,D
24.23797,82.44334,306.24,1.5,1.21,2026-01-26,0906,Aqua,MODIS,53,6.1NRT,293.82,6.98,D
24.23548,82.42922,316.44,1.5,1.21,2026-01-26,0906,Aqua,MODIS,74,6.1NRT,293.69,21.13,D
25.87647,92.96313,316.87,2.05,1.39,2026-01-26,0906,Aqua,MODIS,77,6.1NRT,297.26,29.8,D
25.88869,92.96163,311.85,2.05,1.39,2026-01-26,0906,Aqua,MODIS,65,6.1NRT,297.08,17.34,D
26.08229,93.19175,325.45,2.15,1.42,2026-01-26,0906,Aqua,MODIS,83,6.1NRT,298.61,59.86,D
26.06928,92.82695,308.67,2.02,1.38,2026-01-26,0906,Aqua,MODIS,65,6.1NRT,298.33,11.79,D
26.05898,92.73021,319.61,1.98,1.37,2026-01-26,0906,Aqua,MODIS,79,6.1NRT,297.38,36.37,D
24.48031,81.5808,310.63,1.69,1.28,2026-01-26,0906,Aqua,MODIS,53,6.1NRT,292.38,11.12,D
26.14143,92.99104,309.27,2.08,1.4,2026-01-26,0906,Aqua,MODIS,66,6.1NRT,298.56,12.5,D
26.26098,93.15735,325,2.15,1.42,2026-01-26,0906,Aqua,MODIS,83,6.1NRT,300.25,57.12,D
26.25888,93.13663,342.25,2.14,1.42,2026-01-26,0906,Aqua,MODIS,92,6.1NRT,301.06,130.32,D
26.04823,90.76111,315.08,1.45,1.19,2026-01-26,0906,Aqua,MODIS,72,6.1NRT,296.44,17.24,D
26.582,93.11946,308.09,2.15,1.43,2026-01-26,0906,Aqua,MODIS,42,6.1NRT,292.68,16.99,D
26.58514,93.13512,307.79,2.16,1.43,2026-01-26,0906,Aqua,MODIS,58,6.1NRT,292.44,16.44,D
26.58309,93.11414,306.17,2.15,1.43,2026-01-26,0906,Aqua,MODIS,48,6.1NRT,292.69,14,D
26.63115,93.2152,306.43,2.19,1.44,2026-01-26,0906,Aqua,MODIS,0,6.1NRT,294.54,14.4,D
26.86947,95.10027,306.76,3.05,1.66,2026-01-26,0906,Aqua,MODIS,60,6.1NRT,293.2,27.88,D
26.81938,93.65685,308.84,2.38,1.49,2026-01-26,0906,Aqua,MODIS,61,6.1NRT,294.97,18.42,D
26.81647,93.65219,306.83,2.38,1.49,2026-01-26,0906,Aqua,MODIS,59,6.1NRT,295.11,15.08,D
25.97618,85.85724,313.32,1.01,1,2026-01-26,0906,Aqua,MODIS,72,6.1NRT,294.82,10.41,D
27.28042,95.14996,305.76,3.11,1.67,2026-01-26,0906,Aqua,MODIS,62,6.1NRT,294.53,18.88,D
27.4609,94.45218,313.72,2.78,1.59,2026-01-26,0906,Aqua,MODIS,74,6.1NRT,294.37,40.88,D
26.48734,84.55578,312.2,1.08,1.04,2026-01-26,0906,Aqua,MODIS,54,6.1NRT,294.23,10.21,D
26.55024,84.54312,303.08,1.08,1.04,2026-01-26,0906,Aqua,MODIS,51,6.1NRT,292.46,3.94,D
27.73703,92.3092,302.26,1.97,1.37,2026-01-26,0906,Aqua,MODIS,27,6.1NRT,279.99,14.27,D
27.74914,92.3095,308.98,1.97,1.37,2026-01-26,0906,Aqua,MODIS,68,6.1NRT,279.88,26.57,D
27.7471,92.29013,305.69,1.96,1.37,2026-01-26,0906,Aqua,MODIS,61,6.1NRT,282.81,20.96,D
26.72614,84.37135,304.91,1.09,1.04,2026-01-26,0906,Aqua,MODIS,44,6.1NRT,294.43,4.82,D
28.35191,97.09334,317.59,4.47,1.94,2026-01-26,0906,Aqua,MODIS,68,6.1NRT,282.64,159.77,D
26.96239,83.4979,306.22,1.17,1.08,2026-01-26,0906,Aqua,MODIS,63,6.1NRT,293.34,7.77,D
27.11882,83.41083,304.4,1.18,1.08,2026-01-26,0906,Aqua,MODIS,52,6.1NRT,293.41,5.38,D
27.12477,83.41591,305.67,1.18,1.08,2026-01-26,0906,Aqua,MODIS,59,6.1NRT,294.32,6.53,D
27.24546,83.85209,304.19,1.12,1.06,2026-01-26,0906,Aqua,MODIS,45,6.1NRT,294.12,3.62,D
27.24368,83.84118,306.1,1.12,1.06,2026-01-26,0906,Aqua,MODIS,59,6.1NRT,295.55,5.51,D
27.19634,83.28697,302.09,1.19,1.09,2026-01-26,0906,Aqua,MODIS,51,6.1NRT,291.04,5.23,D
28.15314,81.16362,306.58,1.53,1.22,2026-01-26,0906,Aqua,MODIS,64,6.1NRT,294.33,10.26,D
28.47579,80.52942,305.14,1.65,1.26,2026-01-26,0906,Aqua,MODIS,61,6.1NRT,294.58,9.12,D
29.9142,79.09354,303.24,1.93,1.36,2026-01-26,0909,Aqua,MODIS,55,6.1NRT,290.38,16.26,D
15.60123,74.60075,302.63,1.25,1.11,2026-01-26,1543,Terra,MODIS,32,6.1NRT,287.43,9.11,N
15.6155,74.56338,300.25,1.26,1.11,2026-01-26,1543,Terra,MODIS,19,6.1NRT,288.69,7.5,N
15.87265,75.17659,327.75,1.16,1.07,2026-01-26,1543,Terra,MODIS,100,6.1NRT,292.45,31.17,N
15.89446,75.19438,302.87,1.15,1.07,2026-01-26,1543,Terra,MODIS,52,6.1NRT,292.8,4.42,N
16.01289,75.87852,305.3,1.07,1.03,2026-01-26,1543,Terra,MODIS,64,6.1NRT,293.41,5.87,N
16.15108,74.95521,300.02,1.18,1.08,2026-01-26,1543,Terra,MODIS,4,6.1NRT,285.25,6.93,N
16.27324,75.19309,307,1.14,1.07,2026-01-26,1543,Terra,MODIS,70,6.1NRT,292.1,8.5,N
16.27171,75.18269,326.43,1.14,1.07,2026-01-26,1543,Terra,MODIS,100,6.1NRT,292.3,29.4,N
16.44137,75.52737,308.04,1.1,1.05,2026-01-26,1543,Terra,MODIS,73,6.1NRT,292.46,8.42,N
16.51407,75.57664,305.49,1.09,1.04,2026-01-26,1543,Terra,MODIS,64,6.1NRT,292.21,6.83,N
16.62623,74.97589,313.5,1.16,1.07,2026-01-26,1543,Terra,MODIS,87,6.1NRT,291.77,15.05,N
16.83663,75.95451,318.63,1.05,1.02,2026-01-26,1543,Terra,MODIS,97,6.1NRT,293.39,16.82,N
17.50945,76.07619,303.88,1.03,1.02,2026-01-26,1543,Terra,MODIS,57,6.1NRT,292.74,5.16,N
17.38751,75.05637,302.97,1.13,1.06,2026-01-26,1543,Terra,MODIS,52,6.1NRT,291.2,6.07,N
17.26674,74.2037,302.95,1.25,1.11,2026-01-26,1543,Terra,MODIS,52,6.1NRT,291.52,7.48,N
17.57511,75.381,307.59,1.09,1.04,2026-01-26,1543,Terra,MODIS,72,6.1NRT,290.77,9.39,N
17.57365,75.37108,306.42,1.09,1.04,2026-01-26,1543,Terra,MODIS,68,6.1NRT,291.25,8.21,N
17.77709,76.26456,304.54,1.02,1.01,2026-01-26,1543,Terra,MODIS,61,6.1NRT,291.23,6.14,N
17.77182,75.90306,302.63,1.04,1.02,2026-01-26,1543,Terra,MODIS,50,6.1NRT,291.17,4.91,N
17.7493,75.06619,301.16,1.12,1.05,2026-01-26,1543,Terra,MODIS,38,6.1NRT,290.59,5.26,N
17.80819,75.33444,303.65,1.09,1.04,2026-01-26,1543,Terra,MODIS,56,6.1NRT,290.5,6.6,N
17.84056,75.49072,300.53,1.07,1.03,2026-01-26,1543,Terra,MODIS,29,6.1NRT,290.48,4.31,N
18.02218,76.56426,314.25,1.01,1,2026-01-26,1543,Terra,MODIS,89,6.1NRT,290.26,13.3,N
17.96242,76.07912,305.32,1.03,1.01,2026-01-26,1543,Terra,MODIS,64,6.1NRT,291.21,6.78,N
17.7591,74.20621,308.17,1.23,1.1,2026-01-26,1543,Terra,MODIS,74,6.1NRT,290.2,12.47,N
18.10047,76.33789,305.76,1.01,1.01,2026-01-26,1543,Terra,MODIS,66,6.1NRT,288.97,7.75,N
18.03113,75.46732,300.06,1.07,1.03,2026-01-26,1543,Terra,MODIS,14,6.1NRT,289.81,4.44,N
18.27042,77.08575,305.82,1,1,2026-01-26,1543,Terra,MODIS,66,6.1NRT,289.9,7.16,N
18.30175,77.11839,302.24,1,1,2026-01-26,1543,Terra,MODIS,48,6.1NRT,290.88,4.67,N
17.98992,74.6352,309.02,1.16,1.07,2026-01-26,1543,Terra,MODIS,76,6.1NRT,291.06,11.38,N
18.12992,75.38503,311.45,1.08,1.04,2026-01-26,1543,Terra,MODIS,83,6.1NRT,290.85,12.29,N
18.17657,75.45122,306.62,1.07,1.03,2026-01-26,1543,Terra,MODIS,69,6.1NRT,290.25,8.44,N
18.16001,75.02555,326.24,1.11,1.05,2026-01-26,1543,Terra,MODIS,100,6.1NRT,291.37,28.65,N
18.1585,75.01539,310.84,1.11,1.05,2026-01-26,1543,Terra,MODIS,81,6.1NRT,291.24,12.02,N
18.34225,76.08979,302.87,1.02,1.01,2026-01-26,1543,Terra,MODIS,52,6.1NRT,289.02,6.03,N
18.34091,76.08041,309.72,1.02,1.01,2026-01-26,1543,Terra,MODIS,78,6.1NRT,289.69,10.73,N
18.54175,75.99164,302.27,1.03,1.01,2026-01-26,1543,Terra,MODIS,48,6.1NRT,288.84,5.85,N
19.06766,76.3155,309.63,1.01,1,2026-01-26,1543,Terra,MODIS,78,6.1NRT,290.25,9.8,N
19.1978,76.92765,301.75,1,1,2026-01-26,1543,Terra,MODIS,44,6.1NRT,291.17,4.62,N
19.14643,76.41093,305.8,1,1,2026-01-26,1543,Terra,MODIS,66,6.1NRT,291.07,7.11,N
19.04854,75.72725,302.94,1.03,1.02,2026-01-26,1543,Terra,MODIS,52,6.1NRT,291.35,5.4,N
19.31145,77.14954,305.77,1,1,2026-01-26,1543,Terra,MODIS,66,6.1NRT,290.97,7,N
19.44897,77.68472,311.93,1.02,1.01,2026-01-26,1543,Terra,MODIS,84,6.1NRT,289.5,12.07,N
19.24067,75.97956,310.84,1.02,1.01,2026-01-26,1543,Terra,MODIS,81,6.1NRT,290.4,10.59,N
19.23072,75.8463,301.91,1.03,1.01,2026-01-26,1543,Terra,MODIS,45,6.1NRT,290.4,5.14,N
19.53336,77.69492,302.26,1.02,1.01,2026-01-26,1543,Terra,MODIS,48,6.1NRT,289.22,5.71,N
19.42475,75.97585,309.74,1.02,1.01,2026-01-26,1543,Terra,MODIS,78,6.1NRT,290.54,9.98,N
19.40266,75.75748,308.8,1.03,1.01,2026-01-26,1543,Terra,MODIS,76,6.1NRT,291.05,9.12,N
19.4013,75.748,301.7,1.03,1.01,2026-01-26,1543,Terra,MODIS,43,6.1NRT,290.99,4.62,N
19.42322,75.8258,300.86,1.02,1.01,2026-01-26,1543,Terra,MODIS,34,6.1NRT,290.84,4.25,N
19.43674,75.6683,309.16,1.03,1.02,2026-01-26,1543,Terra,MODIS,77,6.1NRT,291.11,9.49,N
19.37421,74.61951,313.7,1.12,1.06,2026-01-26,1543,Terra,MODIS,88,6.1NRT,289.94,15.41,N
19.46408,74.90736,305.05,1.09,1.04,2026-01-26,1543,Terra,MODIS,63,6.1NRT,290.75,7.45,N
19.64798,75.02789,303.65,1.08,1.04,2026-01-26,1543,Terra,MODIS,56,6.1NRT,290.44,6.3,N
19.69205,75.01469,308.1,1.08,1.04,2026-01-26,1543,Terra,MODIS,73,6.1NRT,290.85,9.47,N
19.72445,74.79339,303.73,1.1,1.04,2026-01-26,1543,Terra,MODIS,57,6.1NRT,290.05,6.68,N
19.76348,74.81161,301.24,1.09,1.04,2026-01-26,1543,Terra,MODIS,39,6.1NRT,290.37,5.1,N
20.17343,76.11202,325.42,1.01,1,2026-01-26,1543,Terra,MODIS,100,6.1NRT,289.73,24.67,N
21.10092,72.64455,308.35,1.36,1.16,2026-01-26,1545,Terra,MODIS,74,6.1NRT,293.22,12.49,N
23.75796,86.40146,306.62,1.69,1.28,2026-01-27,0351,Terra,MODIS,38,6.1NRT,293.53,10.18,D
23.78053,86.21068,303.71,1.64,1.26,2026-01-27,0351,Terra,MODIS,57,6.1NRT,293.48,8.19,D
23.7142,86.45228,305.76,1.71,1.28,2026-01-27,0351,Terra,MODIS,57,6.1NRT,293.18,10.63,D
20.96674,85.18284,310.93,1.57,1.23,2026-01-27,0351,Terra,MODIS,69,6.1NRT,294.32,14.25,D
24.14029,82.63945,303.62,1.05,1.02,2026-01-27,0351,Terra,MODIS,53,6.1NRT,291.35,4.71,D
23.40256,83.28665,302.48,1.12,1.06,2026-01-27,0351,Terra,MODIS,52,6.1NRT,291.59,4.67,D
23.16874,82.33831,307.69,1.04,1.02,2026-01-27,0351,Terra,MODIS,66,6.1NRT,294.38,7.18,D
23.16725,82.34819,304.34,1.04,1.02,2026-01-27,0351,Terra,MODIS,59,6.1NRT,293.52,4.74,D
23.0026,78.86932,303.34,1.11,1.05,2026-01-27,0351,Terra,MODIS,56,6.1NRT,291.56,5.18,D
22.95658,78.78712,303.6,1.12,1.05,2026-01-27,0351,Terra,MODIS,56,6.1NRT,292.47,5.19,D
22.86115,78.76064,303.11,1.12,1.05,2026-01-27,0351,Terra,MODIS,55,6.1NRT,291.89,5.05,D
22.36024,82.30499,305.24,1.05,1.03,2026-01-27,0351,Terra,MODIS,60,6.1NRT,295.06,5.03,D
22.03673,83.73334,320.42,1.22,1.1,2026-01-27,0351,Terra,MODIS,80,6.1NRT,295.39,21,D
21.76502,84.02116,305.33,1.28,1.12,2026-01-27,0351,Terra,MODIS,58,6.1NRT,294.33,5.95,D
21.75127,83.9817,304.74,1.28,1.12,2026-01-27,0351,Terra,MODIS,57,6.1NRT,294.3,5.85,D
21.74585,83.81623,305.5,1.25,1.11,2026-01-27,0351,Terra,MODIS,50,6.1NRT,294.78,6.15,D
21.73804,81.33598,313.08,1.01,1.01,2026-01-27,0351,Terra,MODIS,72,6.1NRT,292.42,11.22,D
20.9635,86.01377,307.25,1.8,1.31,2026-01-27,0351,Terra,MODIS,63,6.1NRT,294.88,11.56,D
20.97167,85.17524,313.36,1.57,1.23,2026-01-27,0351,Terra,MODIS,42,6.1NRT,293.84,16.06,D
